ProblemId,ProblemName,conv0,it0,conv1,it1,relation,isEffective,problem_id,id,size,split,path,rows,cols,nonzeros,posdef,nsym,psym,density,avg_nnz,max_nnz,std_nnz,avg_row_block_count,std_row_block_count,min_row_block_count,max_row_block_count,avg_row_block_size,std_row_block_size,min_row_block_size,max_row_block_size,block_count
244-1189-1141,HB/sherman3,1,435,1,61,7.13114754098361,1,244-1189-1141,244,1189,1141,/home/anna/.ssgetpy/MM/HB/sherman3/sherman3.mtx,1189,1189,3911,False,0.14327700220426157,1.0,0.002766458162537021,3.289318755256518,7,2.417777296367278,2.4684608915054667,1.567131722721325,1,5,1.3325383304940375,0.7279858539534452,1,3,2935
779-998-297,Nemeth/nemeth15,1,204,1,53,3.84905660377358,1,779-998-297,779,998,297,/home/anna/.ssgetpy/MM/Nemeth/nemeth15/nemeth15.mtx,998,998,57578,False,1.0,1.0,0.05780900478311332,57.6933867735471,65,6.152388163382677,6.263527054108216,1.6058798476036176,2,9,9.21100623900176,15.478010797011477,1,59,6251
2350-1484-5177,Rommes/bips98_606,0,1500,1,95,15.7894736842105,1,2350-1484-5177,2350,1484,5177,/home/anna/.ssgetpy/MM/Rommes/bips98_606/bips98_606.mtx,1484,1484,5926,False,0.8361098604232328,1.0,0.0026908769915940742,3.9932614555256065,16,1.8664892406011404,2.0950134770889486,0.9242185814737113,1,8,1.9060791251206175,0.6687855237100291,1,6,3109
2675-446-1027,VDOL/freeFlyingRobot_3,1,2,0,0,0.0,0,2675-446-1027,2675,446,1027,/home/anna/.ssgetpy/MM/VDOL/freeFlyingRobot_3/freeFlyingRobot_3.mtx,446,446,2,False,1.0,1.0,1.0054495364877636e-05,0.004484304932735426,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,2
308-421-236,Bai/ck656,1,255,1,54,4.72222222222222,1,308-421-236,308,421,236,/home/anna/.ssgetpy/MM/Bai/ck656/ck656.mtx,421,421,1759,False,0.0,1.0,0.009924340305008435,4.178147268408551,6,1.3146705148572613,3.3990498812351544,0.8341858789545975,2,5,1.2292103424178895,0.42032482837272817,1,2,1431
1607-447-21,Cylshell/s3rmq4m1,1,233,1,62,3.75806451612903,1,1607-447-21,1607,447,21,/home/anna/.ssgetpy/MM/Cylshell/s3rmq4m1/s3rmq4m1.mtx,447,447,16167,True,1.0,1.0,0.08091227121901416,36.16778523489933,54,8.121341524630799,4.149888143176733,2.747770092212606,2,12,8.715363881401617,6.4326371384465535,1,18,1855
279-198-145,HB/young2c,1,150,1,73,2.05479452054795,1,279-198-145,279,198,145,/home/anna/.ssgetpy/MM/HB/young2c/young2c.mtx,198,198,916,False,0.807799442896936,1.0,0.023364962758902152,4.626262626262626,5,0.5520550877551398,2.707070707070707,0.45510627580075996,2,3,1.708955223880597,0.9429599860590755,1,3,536
990-288-1151,Sandia/adder_dcop_07,1,275,1,53,5.18867924528302,1,990-288-1151,990,288,1151,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_07/adder_dcop_07.mtx,288,288,609,False,0.0,0.6417445482866043,0.00734230324074074,2.1145833333333335,7,1.1074538333743558,1.5034722222222223,0.7727937408487868,1,4,1.4064665127020786,0.6087542532052322,1,4,433
287-257-278,Averous/epb0,1,40,1,51,0.784313725490196,0,287-257-278,287,257,278,/home/anna/.ssgetpy/MM/Averous/epb0/epb0.mtx,257,257,491,False,0.0,0.0,0.007433874850489788,1.9105058365758756,2,0.2854557025829762,1.0,0.0,1,1,1.9105058365758756,0.2854557025829762,1,2,257
1942-233-4,JGD_CAG/CAG_mat364,1,179,1,76,2.35526315789474,1,1942-233-4,1942,233,4,/home/anna/.ssgetpy/MM/JGD_CAG/CAG_mat364/CAG_mat364.mtx,233,233,6708,False,0.2705791505791506,0.4024710424710425,0.12356094236401481,28.78969957081545,65,15.489536171591126,22.42489270386266,10.32953505809359,2,44,1.2838277511961722,0.6351857574024347,1,5,5225
1865-1432-274,Muite/Chebyshev2,1,86,1,51,1.68627450980392,1,1865-1432-274,1865,1432,274,/home/anna/.ssgetpy/MM/Muite/Chebyshev2/Chebyshev2.mtx,1432,1432,7148,False,0.0,1.0,0.0034857682344496114,4.9916201117318435,5,0.11788239020116868,4.9916201117318435,0.11788239020116868,3,5,1.0,0.0,1,1,7148
142-119-5,HB/fs_183_3,1,15,1,53,0.283018867924528,0,142-119-5,142,119,5,/home/anna/.ssgetpy/MM/HB/fs_183_3/fs_183_3.mtx,119,119,346,False,0.0,0.36123348017621143,0.024433302732857848,2.907563025210084,28,3.5170451612391744,2.3781512605042017,2.286208547647993,1,15,1.2226148409893993,0.5607140356228024,1,6,283
1052-1385-372,Sandia/adder_dcop_69,1,47,0,0,0.0,0,1052-1385-372,1052,1385,372,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_69/adder_dcop_69.mtx,1385,1385,5262,False,0.002572678157962439,0.5181373810136352,0.0027431609951908665,3.79927797833935,32,1.8575931973109197,3.162083936324168,1.6798140097289807,1,30,1.2041189931350114,0.4764297663088161,1,5,4370
395-1304-3112,DRIVCAV/cavity16,1,290,1,136,2.13235294117647,1,395-1304-3112,395,1304,3112,/home/anna/.ssgetpy/MM/DRIVCAV/cavity16/cavity16.mtx,1304,1304,37013,False,0.6535762819979477,0.9611448539811964,0.021767026421769732,28.38420245398773,62,14.483132630948257,5.848159509202454,1.9209723187499188,1,13,4.853527406241804,5.390706397304747,1,22,7626
93-141-1,HB/can_144,1,96,0,0,0.0,0,93-141-1,93,141,1,/home/anna/.ssgetpy/MM/HB/can_144/can_144.mtx,141,141,1261,False,1.0,1.0,0.06342739298828026,8.943262411347519,15,2.9649801158133675,2.978723404255319,0.9782607602189489,2,4,3.0023809523809524,1.9463015103423718,1,9,420
1102-108-1081,Sandia/fpga_dcop_48,1,30,0,0,0.0,0,1102-108-1081,1102,108,1081,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_48/fpga_dcop_48.mtx,108,108,151,False,0.7789473684210526,0.968421052631579,0.012945816186556927,1.3981481481481481,4,0.8541113351545605,1.5777777777777777,0.649406186497887,1,3,1.0633802816901408,0.24364568861980554,1,2,142
991-406-505,Sandia/adder_dcop_08,1,103,1,54,1.90740740740741,1,991-406-505,991,406,505,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_08/adder_dcop_08.mtx,406,406,765,False,-0.005571030640668524,0.5181058495821727,0.004640976485719139,1.8842364532019704,5,1.0117038173500295,1.6403940886699508,0.8731032036936021,1,5,1.1486486486486487,0.3762542264461547,1,3,666
1552-100-3078,Schenk_IBMNA/c-33,1,9,1,51,0.176470588235294,0,1552-100-3078,1552,100,3078,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-33/c-33.mtx,100,100,100,False,1.0,1.0,0.01,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,100
239-143-55,HB/saylr1,1,49,1,60,0.816666666666667,0,239-143-55,239,143,55,/home/anna/.ssgetpy/MM/HB/saylr1/saylr1.mtx,143,143,663,False,0.7038461538461539,1.0,0.03242212333121424,4.636363636363637,5,0.5738528178721298,2.804195804195804,0.39681848836674427,2,3,1.653366583541147,0.9082854351476167,1,3,401
440-784-48,FIDAP/ex9,0,800,1,144,5.55555555555556,1,440-784-48,440,784,48,/home/anna/.ssgetpy/MM/FIDAP/ex9/ex9.mtx,784,784,22168,True,1.0,1.0,0.03606570179092045,28.275510204081634,50,11.407820994463956,4.891581632653061,1.4567683511974014,1,7,5.780443285528031,5.303491586756701,2,18,3835
923-1299-2617,Alemdar/Alemdar,1,446,0,1217,0.366474938373048,0,923-1299-2617,923,1299,2617,/home/anna/.ssgetpy/MM/Alemdar/Alemdar/Alemdar.mtx,1299,1299,2699,False,1.0,1.0,0.0015995012448137699,2.077752117013087,6,1.031134653168591,2.0662047729022324,1.0323133321094011,1,6,1.0055886736214605,0.07454824175400315,1,2,2684
64-1035-3,HB/bcsstm09,1,2,1,51,0.0392156862745098,0,64-1035-3,64,1035,3,/home/anna/.ssgetpy/MM/HB/bcsstm09/bcsstm09.mtx,1035,1035,1035,True,1.0,1.0,0.000966183574879227,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,1035
31-193-425,HB/bcsstk09,1,47,1,72,0.652777777777778,0,31-193-425,31,193,425,/home/anna/.ssgetpy/MM/HB/bcsstk09/bcsstk09.mtx,193,193,2677,True,1.0,1.0,0.0718677011463395,13.870466321243523,23,4.34029299769734,7.398963730569948,2.1812671517458755,3,12,1.8746498599439776,1.4956899621365771,1,9,1428
1187-1048-6391,Rajat/rajat03,0,1050,1,52,20.1923076923077,1,1187-1048-6391,1187,1048,6391,/home/anna/.ssgetpy/MM/Rajat/rajat03/rajat03.mtx,1048,1048,4264,False,0.43470149253731344,1.0,0.003882349513431618,4.068702290076335,5,0.9496149456261668,2.786259541984733,0.5261502642562194,1,4,1.4602739726027398,0.8107564075209478,1,3,2920
1616-127-67,Bai/dwa512,0,150,1,83,1.80722891566265,1,1616-127-67,1616,127,67,/home/anna/.ssgetpy/MM/Bai/dwa512/dwa512.mtx,127,127,585,False,0.8602620087336245,1.0,0.03627007254014508,4.606299212598425,5,0.5907086404255448,2.748031496062992,0.43414326778236917,2,3,1.67621776504298,0.9215854773811994,1,3,349
1866-1212-1125,Muite/Chebyshev3,1,49,1,51,0.96078431372549,0,1866-1212-1125,1866,1212,1125,/home/anna/.ssgetpy/MM/Muite/Chebyshev3/Chebyshev3.mtx,1212,1212,6048,False,0.0,1.0,0.004117243407509068,4.99009900990099,5,0.12807661988074096,4.99009900990099,0.12807661988074096,3,5,1.0,0.0,1,1,6048
831-1152-120,Wang/wang2,1,73,1,62,1.17741935483871,0,831-1152-120,831,1152,120,/home/anna/.ssgetpy/MM/Wang/wang2/wang2.mtx,1152,1152,7278,False,0.9268690825987594,1.0,0.005484121817129629,6.317708333333333,7,0.727509277098161,4.444444444444445,0.6431020501550124,3,5,1.421484375,0.7980000292173298,1,3,5120
146-428-99,HB/fs_541_2,0,450,1,55,8.18181818181818,1,146-428-99,146,428,99,/home/anna/.ssgetpy/MM/HB/fs_541_2/fs_541_2.mtx,428,428,2516,False,0.0,0.7614942528735632,0.013734824002096253,5.878504672897196,8,1.1577474130431347,5.177570093457944,1.232830374004557,3,8,1.135379061371841,0.4298151949382909,1,3,2216
411-1993-340,FIDAP/ex13,1,1110,0,87,12.7586206896552,0,411-1993-340,411,1993,340,/home/anna/.ssgetpy/MM/FIDAP/ex13/ex13.mtx,1993,1993,57809,True,1.0,1.0,0.01455394935963781,29.006021073758152,50,11.390877762942305,5.177621675865529,1.7766848609714156,1,12,5.602190134702975,5.02737915682196,2,26,10319
1430-1319-177,Oberwolfach/filter2D,1,194,1,84,2.30952380952381,1,1430-1319-177,1430,1319,177,/home/anna/.ssgetpy/MM/Oberwolfach/filter2D/filter2D.mtx,1319,1319,8615,False,1.0,1.0,0.0049518295903862655,6.531463229719485,9,1.1940096489027907,6.263836239575436,1.2844745605146728,1,9,1.042725732268216,0.20755455501586426,1,3,8262
41-138-550,HB/bcsstk19,1,105,1,51,2.05882352941176,1,41-138-550,41,138,550,/home/anna/.ssgetpy/MM/HB/bcsstk19/bcsstk19.mtx,138,138,1220,True,1.0,1.0,0.0640621718126444,8.840579710144928,9,0.7045028755209642,1.0,0.0,1,1,8.840579710144928,0.7045028755209642,4,9,138
1083-834-189,Sandia/fpga_dcop_29,1,26,1,66,0.393939393939394,0,1083-834-189,1083,834,189,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_29/fpga_dcop_29.mtx,834,834,1870,False,0.0945945945945946,0.861003861003861,0.0026884966846666553,2.2422062350119902,4,0.4685227825355877,1.2853717026378897,0.5183463083791476,1,4,1.7444029850746268,0.4361962641823193,1,2,1072
787-151-4088,Nemeth/nemeth23,1,22,1,53,0.415094339622642,0,787-151-4088,787,151,4088,/home/anna/.ssgetpy/MM/Nemeth/nemeth23/nemeth23.mtx,151,151,17163,False,1.0,1.0,0.7527301434147625,113.66225165562913,148,22.511773937008478,7.086092715231788,1.8483584890347076,1,11,16.04018691588785,31.54752048201559,1,132,1070
819-1738-10,Simon/raefsky6,1,297,1,55,5.4,1,819-1738-10,819,1738,10,/home/anna/.ssgetpy/MM/Simon/raefsky6/raefsky6.mtx,1738,1738,60595,False,0.0,0.0,0.020060291778839213,34.864787111622555,114,26.92887132856905,6.342922899884925,5.126232650981052,1,61,5.4966436865021775,3.9869375318909053,1,36,11024
1544-1560-854,Schenk_IBMNA/c-25,1,248,1,51,4.86274509803922,1,1544-1560-854,1544,1560,854,/home/anna/.ssgetpy/MM/Schenk_IBMNA/c-25/c-25.mtx,1560,1560,1598,False,1.0,1.0,0.0006566403681788298,1.0243589743589743,2,0.15416100261464696,1.0243589743589743,0.15416100261464696,1,2,1.0,0.0,1,1,1598
2559-120-5,CPM/cz148,1,42,1,65,0.646153846153846,0,2559-120-5,2559,120,5,/home/anna/.ssgetpy/MM/CPM/cz148/cz148.mtx,120,120,1110,False,0.27474747474747474,0.4666666666666667,0.07708333333333334,9.25,29,6.750617255728052,3.325,0.9501096427956792,2,7,2.781954887218045,1.5414328483703117,1,8,399
1619-526-9,Bai/dwg961b,0,550,1,70,7.85714285714286,1,1619-526-9,1619,526,9,/home/anna/.ssgetpy/MM/Bai/dwg961b/dwg961b.mtx,526,526,2524,False,1.0,1.0,0.009122583816449566,4.798479087452471,5,0.5988562978981243,1.920152091254753,0.35057364134933844,1,3,2.499009900990099,1.263540135163619,1,5,1010
2297-121-2683,SNAP/ca-GrQc,1,2,0,0,0.0,0,2297-121-2683,2297,121,2683,/home/anna/.ssgetpy/MM/SNAP/ca-GrQc/ca-GrQc.mtx,121,121,14,False,1.0,1.0,0.000956218837511099,0.11570247933884298,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,14
778-1085-131,Nemeth/nemeth14,1,119,1,54,2.2037037037037,1,778-1085-131,778,1085,131,/home/anna/.ssgetpy/MM/Nemeth/nemeth14/nemeth14.mtx,1085,1085,57233,False,1.0,1.0,0.048616874429272226,52.74930875576037,60,6.436775961274217,6.294009216589862,1.2863018329478537,2,8,8.38087567725875,12.508953257842549,1,49,6829
2232-781-4532,TSOPF/TSOPF_RS_b162_c1,1,32,1,51,0.627450980392157,0,2232-781-4532,2232,781,4532,/home/anna/.ssgetpy/MM/TSOPF/TSOPF_RS_b162_c1/TSOPF_RS_b162_c1.mtx,781,781,1537,False,0.0,0.0,0.0025198332352396303,1.9679897567221512,2,0.1760272354016328,1.9679897567221512,0.1760272354016328,1,2,1.0,0.0,1,1,1537
2681-317-1729,VDOL/freeFlyingRobot_9,1,39,1,51,0.764705882352941,0,2681-317-1729,2681,317,1729,/home/anna/.ssgetpy/MM/VDOL/freeFlyingRobot_9/freeFlyingRobot_9.mtx,317,317,317,False,1.0,1.0,0.0031545741324921135,1.0,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,317
3-568-23,HB/662_bus,1,227,1,88,2.57954545454545,1,3-568-23,3,568,23,/home/anna/.ssgetpy/MM/HB/662_bus/662_bus.mtx,568,568,2030,True,1.0,1.0,0.006292154334457449,3.573943661971831,10,1.473291781312298,3.359154929577465,1.3431702528382254,1,9,1.0639412997903563,0.28057215560311405,1,4,1908
384-686-129,DRIVCAV/cavity05,1,241,1,96,2.51041666666667,1,384-686-129,384,686,129,/home/anna/.ssgetpy/MM/DRIVCAV/cavity05/cavity05.mtx,686,686,18791,False,0.6453342085111038,0.9466141560004376,0.0399302161514335,27.392128279883384,62,14.22248853114425,5.89067055393586,2.0061132123864183,2,13,4.650086612224697,5.1563820446673745,1,22,4041
321-287-7,Bai/olm500,0,300,1,64,4.6875,1,321-287-7,321,287,7,/home/anna/.ssgetpy/MM/Bai/olm500/olm500.mtx,287,287,1144,False,0.3337222870478413,0.6674445740956826,0.013888720270975732,3.986062717770035,6,1.9912213705635868,1.0,0.0,1,1,3.986062717770035,1.9912213705635868,2,6,287
1064-1085-4,Sandia/fpga_dcop_10,1,1082,1,421,2.57007125890736,1,1064-1085-4,1064,1085,4,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_10/fpga_dcop_10.mtx,1085,1085,3815,False,0.4197802197802198,0.7465201465201465,0.0032406719191318567,3.5161290322580645,15,0.786386322864573,2.6211981566820275,0.8409520840919165,1,6,1.341420534458509,0.528871320628828,1,14,2844
1239-1925-21,GHS_indef/laser,1,1,0,0,0.0,0,1239-1925-21,1239,1925,21,/home/anna/.ssgetpy/MM/GHS_indef/laser/laser.mtx,1925,1925,943,False,1.0,1.0,0.0002544779895429246,0.48987012987012984,1,0.0,1.0,0.0,1,1,1.0,0.0,1,1,943
772-485-1495,Nemeth/nemeth08,1,6,1,52,0.115384615384615,0,772-485-1495,772,485,1495,/home/anna/.ssgetpy/MM/Nemeth/nemeth08/nemeth08.mtx,485,485,19763,False,1.0,1.0,0.08401743012009778,40.748453608247424,51,7.3525802105793066,5.898969072164949,1.5223757102526234,2,9,6.907724571828032,9.810038429972648,1,45,2861
1090-1175-5,Sandia/fpga_dcop_36,1,468,0,0,0.0,0,1090-1175-5,1090,1175,5,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_36/fpga_dcop_36.mtx,1175,1175,5786,False,0.31499785131070046,0.8152127202406532,0.004190855590765052,4.924255319148936,36,3.951193066837211,3.533275713050994,0.8346270548562139,1,8,1.4153620352250489,1.6942630307207587,1,24,4088
1404-1418-3747,MathWorks/Kaufhold,1,255,1,61,4.18032786885246,1,1404-1418-3747,1404,1418,3747,/home/anna/.ssgetpy/MM/MathWorks/Kaufhold/Kaufhold.mtx,1418,1418,6472,False,0.5496636327661258,0.7748318163830629,0.003218741110167283,4.564174894217207,28,2.1825471468897293,4.001410437235543,1.8034595298561609,1,22,1.1406415227352837,0.3702374855545715,1,4,5674
1091-662-350,Sandia/fpga_dcop_37,1,3,1,51,0.0588235294117647,0,1091-662-350,1091,662,350,/home/anna/.ssgetpy/MM/Sandia/fpga_dcop_37/fpga_dcop_37.mtx,662,662,1324,False,0.0030211480362537764,1.0,0.0030211480362537764,2.0,2,0.0,1.0,0.0,1,1,2.0,0.0,2,2,662
385-1057-17,DRIVCAV/cavity06,0,1100,1,198,5.55555555555556,1,385-1057-17,385,1057,17,/home/anna/.ssgetpy/MM/DRIVCAV/cavity06/cavity06.mtx,1057,1057,27812,False,0.0,1.0,0.0248932869933202,26.31220435193945,62,16.552115813495508,5.877010406811731,2.4908558127918115,1,14,4.477141017385705,5.095383723575794,1,22,6212
331-497-1090,Bai/rdb2048,1,74,1,241,0.307053941908714,0,331-497-1090,331,497,1090,/home/anna/.ssgetpy/MM/Bai/rdb2048/rdb2048.mtx,497,497,2821,False,0.7865748709122203,1.0,0.011420636495026497,5.676056338028169,6,0.5208819915680613,3.710261569416499,0.4795153195068981,2,4,1.5298264642082429,0.8779535044650517,1,3,1844
1195-112-7,Rajat/rajat11,1,117,1,78,1.5,0,1195-112-7,1195,112,7,/home/anna/.ssgetpy/MM/Rajat/rajat11/rajat11.mtx,112,112,494,False,0.5863874345549738,0.9581151832460733,0.039381377551020405,4.410714285714286,7,1.448851586038869,1.9732142857142858,0.8604382337400128,1,5,2.235294117647059,1.7794257880603694,1,7,221
380-299-2,DRIVCAV/cavity01,1,133,1,79,1.68354430379747,1,380-299-2,380,299,2,/home/anna/.ssgetpy/MM/DRIVCAV/cavity01/cavity01.mtx,299,299,6926,False,0.5329350261389096,0.8137415982076176,0.077471169226295,23.163879598662206,62,12.434842877583367,6.280936454849498,2.136168339940469,3,14,3.6879659211927582,3.7260522546777888,1,22,1878
2767-327-331,Mycielski/mycielskian11,1,66,0,0,0.0,0,2767-327-331,2767,327,331,/home/anna/.ssgetpy/MM/Mycielski/mycielskian11/mycielskian11.mtx,327,327,1862,False,1.0,1.0,0.017413423860692608,5.6941896024464835,135,11.469867311679641,3.4464831804281344,3.975003493029254,1,19,1.6521739130434783,4.947609478419174,1,95,1127
2744-110-254,VDOL/spaceStation_11,0,150,1,51,2.94117647058824,1,2744-110-254,2744,110,254,/home/anna/.ssgetpy/MM/VDOL/spaceStation_11/spaceStation_11.mtx,110,110,194,False,1.0,1.0,0.01603305785123967,1.7636363636363637,2,0.4248480525653791,1.7636363636363637,0.4248480525653791,1,2,1.0,0.0,1,1,194
1018-628-534,Sandia/adder_dcop_35,1,91,1,52,1.75,1,1018-628-534,1018,628,534,/home/anna/.ssgetpy/MM/Sandia/adder_dcop_35/adder_dcop_35.mtx,628,628,1470,False,0.0,0.5463182897862233,0.0037273317375958455,2.340764331210191,7,1.2306311059706374,1.964968152866242,1.0198892310303835,1,5,1.1912479740680713,0.4418040573112402,1,5,1234
225-1008-8,HB/orsirr_1,1,362,1,76,4.76315789473684,1,225-1008-8,225,1008,8,/home/anna/.ssgetpy/MM/HB/orsirr_1/orsirr_1.mtx,1008,1008,6682,False,0.42051462812830454,1.0,0.006576357394809776,6.628968253968254,13,1.1457452896841687,4.85515873015873,1.1290066107803307,3,13,1.3653453208009807,0.7395591976207315,1,4,4894
358-586-449,Boeing/msc01050,0,600,1,88,6.81818181818182,1,358-586-449,358,586,449,/home/anna/.ssgetpy/MM/Boeing/msc01050/msc01050.mtx,586,586,10410,True,1.0,1.0,0.03031485515265175,17.764505119453926,124,15.85996213162335,10.438566552901024,7.63169790821769,2,66,1.7018146150073565,1.529295947201445,1,18,6117
304-428-140,Bai/cdde5,1,346,1,86,4.02325581395349,1,304-428-140,304,428,140,/home/anna/.ssgetpy/MM/Bai/cdde5/cdde5.mtx,428,428,2048,False,0.0,1.0,0.01118001572189711,4.785046728971962,5,0.4436053938805914,2.8551401869158877,0.3519594403299167,2,3,1.6759410801963994,0.9329715420787411,1,3,1222
1446-1165-244,Oberwolfach/spiral,1,584,1,172,3.3953488372093,1,1446-1165-244,1446,1165,244,/home/anna/.ssgetpy/MM/Oberwolfach/spiral/spiral.mtx,1165,1165,7899,False,1.0,1.0,0.005819963528523274,6.780257510729614,63,11.800914561297546,1.482403433476395,1.9298622936454723,1,23,4.573827446438911,7.385894669558993,1,59,1727
935-122-6065,Lucifora/cell2,1,25,1,60,0.416666666666667,0,935-122-6065,935,122,6065,/home/anna/.ssgetpy/MM/Lucifora/cell2/cell2.mtx,122,122,401,False,0.0,0.910394265232975,0.02694168234345606,3.2868852459016393,5,0.9363296690410803,2.2459016393442623,0.48437005582603787,1,3,1.4635036496350364,0.4986662374875983,1,2,274
1346-711-199,Rajat/rajat19,1,496,0,0,0.0,0,1346-711-199,1346,711,199,/home/anna/.ssgetpy/MM/Rajat/rajat19/rajat19.mtx,711,711,1417,False,0.9796437659033079,1.0,0.002803048735858649,1.9929676511954992,85,3.5278291114179416,1.768875192604006,1.1862925887608191,1,14,1.2343205574912892,1.1521710192161752,1,28,1148
297-296-91,Bai/bfwb782,1,16,1,56,0.285714285714286,0,297-296-91,297,296,91,/home/anna/.ssgetpy/MM/Bai/bfwb782/bfwb782.mtx,296,296,1480,False,1.0,1.0,0.016891891891891893,5.0,7,1.179784680309035,4.746621621621622,1.3203150494494775,1,7,1.0533807829181494,0.23711858870854224,1,3,1405
528-812-5414,Gset/G63,1,22,0,0,0.0,0,528-812-5414,528,812,5414,/home/anna/.ssgetpy/MM/Gset/G63/G63.mtx,812,812,358,False,1.0,1.0,0.0005429639156494941,0.4408866995073892,4,0.5194326175215115,1.2473867595818815,0.5194326175215115,1,4,1.0,0.0,1,1,358
404-1970-2294,DRIVCAV/cavity25,0,2000,1,398,5.0251256281407,1,404-1970-2294,404,1970,2294,/home/anna/.ssgetpy/MM/DRIVCAV/cavity25/cavity25.mtx,1970,1970,57440,False,0.0,1.0,0.0148006905614677,29.15736040609137,62,15.7274246921989,5.87258883248731,2.0408294070070454,1,13,4.964992652778978,5.593907305950346,1,22,11569
187-979-13,HB/jpwh_991,1,40,1,63,0.634920634920635,0,187-979-13,187,979,13,/home/anna/.ssgetpy/MM/HB/jpwh_991/jpwh_991.mtx,979,979,5991,False,0.9409417398244214,0.9409417398244214,0.006250775999774634,6.119509703779367,16,2.5562152349784775,5.93564862104188,2.485287836727311,1,15,1.0309757356737224,0.18847556055441278,1,3,5811
25-105-7,HB/bcsstk03,0,150,1,60,2.5,1,25-105-7,25,105,7,/home/anna/.ssgetpy/MM/HB/bcsstk03/bcsstk03.mtx,105,105,595,True,1.0,1.0,0.05396825396825397,5.666666666666667,6,0.6570738404061082,3.3904761904761904,0.5772717127882567,2,4,1.6713483146067416,0.4697230621136555,1,2,356
396-1629-2216,DRIVCAV/cavity17,1,1340,1,129,10.3875968992248,1,396-1629-2216,396,1629,2216,/home/anna/.ssgetpy/MM/DRIVCAV/cavity17/cavity17.mtx,1629,1629,47135,False,0.0,1.0,0.017762387602543072,28.934929404542665,62,15.549582126458509,5.808471454880294,2.0274729262055287,1,13,4.98150496723737,5.614187754220483,1,22,9462
864-1025-88,Langemyr/comsol,1,169,1,85,1.98823529411765,1,864-1025-88,864,1025,88,/home/anna/.ssgetpy/MM/Langemyr/comsol/comsol.mtx,1025,1025,44958,False,0.0014112398424874241,0.9991578084810963,0.042791671624033314,43.861463414634144,120,19.28265561624008,38.10341463414634,15.49058055404152,16,112,1.1511163457599345,0.4016975235588946,1,4,39056
2656-1660-2720,LeGresley/LeGresley_4908,0,1700,1,150,11.3333333333333,1,2656-1660-2720,2656,1660,2720,/home/anna/.ssgetpy/MM/LeGresley/LeGresley_4908/LeGresley_4908.mtx,1660,1660,4260,False,0.055384615384615386,0.9638461538461538,0.0015459428073740745,2.566265060240964,14,1.4281403451361911,2.3283132530120483,1.2099161768009379,1,11,1.1021992238033635,0.37949762754694155,1,6,3865
